,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,renovated_or_not,stye
14968,898000.0,3,2.5,3530,9753,2.0,0,0,3,10,3530,0,3220,9234,0,3
14969,308000.0,4,2.5,1960,5642,2.0,0,0,3,7,1960,0,1870,5250,0,3
14970,385000.0,3,2.5,2230,8296,2.0,0,0,3,7,2230,0,2480,5940,0,3
14971,1020000.0,4,3.0,2720,4800,1.5,0,0,5,8,1790,930,2260,4800,0,0
14973,240000.0,3,1.75,1260,7362,1.0,0,0,3,7,1260,0,1530,7232,0,2
14974,217000.0,3,1.5,1860,8505,1.0,0,0,4,7,1860,0,1810,8262,0,2
14975,972000.0,4,1.75,2010,6300,1.0,0,2,5,8,1610,400,3290,6300,0,1
14976,361280.0,2,1.0,820,6400,1.0,0,0,4,7,820,0,1490,6400,0,1
14977,385000.0,3,1.75,1220,1450,1.0,0,0,3,6,620,600,1660,2960,0,0
14979,724950.0,4,2.5,2860,3638,1.5,0,2,5,7,1720,1140,1760,3880,0,0
14981,169950.0,3,1.0,840,8470,1.0,0,0,4,6,840,0,840,8450,0,2
14982,585000.0,3,2.5,2290,5089,2.0,0,0,3,9,2290,0,2290,7984,0,3
14983,585000.0,3,2.5,2290,5089,2.0,0,0,3,9,2290,0,2290,7984,0,3
14984,480000.0,5,3.5,3480,12821,2.0,0,2,3,10,2890,590,3400,9870,0,3
14986,368750.0,3,2.5,2230,5717,2.0,0,0,3,7,2230,0,2230,5194,0,3
14987,432500.0,6,2.0,3080,5500,2.0,0,0,1,7,3080,0,1830,5000,0,0
14988,589000.0,3,2.5,2250,4337,2.0,0,0,3,8,2250,0,2250,4721,0,3
14989,840000.0,4,3.25,3160,6327,2.0,0,0,3,9,2280,880,3160,5946,0,3
14990,316500.0,3,2.5,1770,3873,2.0,0,0,3,7,1770,0,2280,4330,0,3
14991,536000.0,4,2.5,2880,8833,2.0,0,0,3,7,2880,0,2570,5234,0,3
14993,152500.0,4,1.0,1730,7350,1.5,0,0,4,6,1730,0,1440,7752,0,2
14994,267950.0,4,1.0,1730,7350,1.5,0,0,4,6,1730,0,1440,7752,0,2
14996,269950.0,4,2.5,2540,8400,2.0,0,0,5,7,2540,0,1600,8050,0,2
14997,731688.0,4,3.0,2630,5772,2.0,0,0,3,9,2630,0,3460,6158,0,3
14998,240000.0,3,1.5,1890,9000,1.0,0,0,3,7,1190,700,2060,9000,0,2
14999,555950.0,2,1.0,1220,5040,1.0,0,0,3,7,1220,0,1420,5040,0,2
15000,289000.0,2,1.0,710,6300,1.0,0,0,3,6,710,0,740,6300,0,1
15001,525000.0,3,2.5,2970,11985,1.0,0,0,3,9,1770,1200,2990,12049,0,3
15002,745000.0,3,2.5,2970,11985,1.0,0,0,3,9,1770,1200,2990,12049,0,3
15003,397000.0,2,1.0,1000,7664,1.0,0,2,3,7,1000,0,1570,6350,0,1
15004,233000.0,3,1.0,1980,8505,1.0,0,0,3,7,1030,950,1830,8505,0,2
15005,625000.0,4,2.25,1920,8259,2.0,0,0,4,8,1920,0,2030,8910,0,2
15006,535000.0,3,2.0,2740,23505,2.0,0,4,3,10,2740,0,2800,16400,0,3
15007,270000.0,3,2.25,1740,7345,1.0,0,0,3,7,1380,360,1770,8250,0,2
15008,360000.0,3,1.75,1300,7770,1.0,0,0,3,7,1300,0,1520,7600,0,2
15009,1105000.0,4,1.5,2740,4000,2.0,0,0,5,9,1930,810,1680,4000,0,0
15010,970000.0,4,1.75,4060,4000,2.0,0,3,3,10,2890,1170,1860,4000,1,1
15011,915000.0,5,2.5,3490,18850,1.0,0,4,4,9,1840,1650,2690,11625,0,2
15012,412000.0,4,1.75,1430,10500,1.0,0,0,4,7,1130,300,2070,8640,0,2
15013,265000.0,4,1.75,1860,9112,1.0,0,0,4,7,1110,750,1570,9112,0,2
15014,426000.0,4,2.25,2120,7700,1.0,0,0,4,7,1490,630,1890,8203,0,2
15015,266000.0,4,2.25,1860,12693,1.0,0,0,3,8,1140,720,1950,8740,0,2
15016,325000.0,3,2.0,2330,4950,1.5,0,0,3,6,1430,900,1160,5115,0,0
15017,615000.0,3,1.75,1670,5100,1.0,0,2,5,7,990,680,2140,4452,0,1
15018,310000.0,3,1.75,2130,7140,1.0,0,0,3,8,1580,550,2180,7906,0,2
15019,340000.0,4,1.75,1900,7313,1.0,0,0,3,7,1900,0,1420,7384,0,2
15020,562500.0,2,1.0,1170,2800,1.5,0,0,4,5,1170,0,1660,4996,0,0
15021,447000.0,2,1.0,980,1600,2.0,0,0,3,8,980,0,1180,1600,0,3
15023,250000.0,4,1.5,2500,6300,1.0,0,0,4,7,1500,1000,1720,8925,0,2
15024,633000.0,4,2.5,2020,8044,2.0,0,0,3,8,2020,0,2320,7328,0,3
15025,310000.0,3,2.0,1290,886,3.0,0,0,3,7,1290,0,1270,1152,0,3
15027,470000.0,3,3.25,1710,2381,2.0,0,0,3,8,1360,350,1420,1163,0,3
15028,270000.0,3,2.5,1720,8550,1.0,0,0,4,7,1720,0,1460,8550,0,2
15029,299500.0,3,1.75,1820,8813,2.0,0,0,3,7,1820,0,1780,7349,0,3
15030,227000.0,3,1.0,1130,10018,1.0,0,0,4,6,1130,0,1770,7700,0,1
15031,735000.0,4,2.75,3040,2415,2.0,1,4,3,8,3040,0,2620,2433,0,2
15032,537000.0,3,3.0,2410,7479,2.0,0,2,3,7,2410,0,2610,7479,1,1
15033,699000.0,4,2.5,2440,14470,1.0,0,0,4,9,1660,780,2810,15564,0,2
15034,330000.0,2,1.0,800,4533,1.0,0,0,3,6,600,200,1720,6800,0,1
15035,229000.0,3,1.0,1030,7800,1.0,0,0,3,7,1030,0,1630,12664,0,1
15036,200000.0,3,1.0,1480,5600,1.0,0,0,4,6,940,540,1350,11100,0,1
15037,522500.0,3,1.75,1710,9707,1.0,0,0,4,8,1710,0,1820,8700,0,2
15041,352000.0,3,1.75,1260,7200,1.0,0,0,3,7,1260,0,1460,7200,0,2
15042,855000.0,4,3.0,2590,6250,2.0,0,2,3,9,2240,350,2260,6780,0,2
15043,267000.0,3,2.5,1580,12250,2.0,0,0,3,8,1580,0,1560,9900,0,3
15044,484000.0,2,1.75,1660,6000,1.0,0,0,3,7,1160,500,1660,4000,0,1
15046,905000.0,4,2.25,2240,5000,2.0,0,0,3,8,1770,470,2120,5000,1,0
15047,274000.0,4,1.75,1940,7500,1.0,0,0,4,7,1720,220,2000,9000,0,2
15050,628000.0,4,2.0,2280,6010,1.0,0,0,3,7,1140,1140,2240,6200,0,0
15051,675000.0,6,1.75,2740,6360,1.0,0,3,3,8,1370,1370,2150,6600,0,1
15052,429900.0,4,3.25,3760,4675,2.0,0,0,3,8,2740,1020,3280,4033,0,3
15053,260000.0,3,1.5,1580,8184,1.0,0,0,3,7,1140,440,1540,9476,0,1
15054,690000.0,3,1.75,1600,4400,1.0,0,0,3,7,1030,570,2150,4000,0,1
15055,1081000.0,4,2.25,2100,12172,1.0,0,0,5,9,2100,0,2400,10713,0,2
15056,360000.0,4,2.5,2610,7333,2.0,0,0,3,8,2610,0,2280,9033,0,3
15057,499000.0,3,1.75,1840,5000,1.0,0,0,4,7,920,920,1220,5000,0,0
15058,159000.0,3,1.0,1320,6534,1.0,0,0,3,7,1320,0,2140,7405,0,1
15059,430000.0,3,1.75,1540,8100,1.0,0,0,4,7,940,600,1840,8100,0,1
15060,1050000.0,5,2.75,2520,18625,1.0,0,0,3,8,1660,860,3000,16624,0,2
15062,150000.0,3,1.0,1200,9527,1.0,0,0,3,7,1200,0,1510,9457,0,2
15063,840000.0,4,2.25,2720,8712,2.0,0,0,4,9,2720,0,2470,8714,0,2
15064,499000.0,4,2.5,3100,5700,2.0,0,0,3,9,3100,0,3060,6000,0,3
15065,285000.0,3,1.75,1630,4000,1.0,0,0,3,7,1100,530,1300,4000,0,2
15066,340000.0,4,2.5,1910,7201,1.0,0,0,3,7,1210,700,1690,7554,0,3
15067,405100.0,4,2.0,1580,7300,1.0,0,0,4,7,1580,0,1180,9450,0,1
15068,464000.0,3,2.5,1690,4898,2.0,0,0,3,7,1690,0,2220,4933,0,3
15069,723000.0,4,2.25,1960,8680,1.0,0,0,4,8,1290,670,2160,8680,0,2
15071,645000.0,3,1.75,1840,4255,1.0,0,0,3,7,940,900,1600,4255,1,0
15073,925000.0,5,3.0,2710,4200,2.0,0,0,3,7,1890,820,2150,4200,1,0
15074,759000.0,4,1.75,2100,4750,1.0,0,0,3,7,1340,760,1700,4125,0,2
15075,690000.0,4,2.0,1760,7800,1.0,0,0,3,8,1760,0,1950,7800,0,1
15076,358800.0,4,2.5,2155,8140,2.0,0,0,3,8,2155,0,2155,7245,0,3
15077,683000.0,5,1.5,1720,4000,1.5,0,0,3,7,1520,200,2280,4000,0,0
15078,650000.0,3,1.0,1430,4240,1.5,0,0,3,7,1430,0,1660,4240,0,0
15079,288000.0,5,2.75,2790,4807,1.5,0,0,4,7,2140,650,1056,4807,0,1
15080,209950.0,3,1.5,1180,7300,1.0,0,0,4,7,1180,0,2030,8424,0,2
15081,939000.0,3,3.5,2450,9248,2.0,0,4,3,8,1960,490,2620,10207,1,1
15082,320000.0,3,1.0,1330,5850,1.0,0,0,3,7,930,400,1440,5850,0,1
15083,283748.0,3,2.25,1940,9560,2.0,0,0,3,7,1940,0,1800,9560,0,3
15084,370000.0,3,2.25,1600,7620,1.0,0,0,3,7,1280,320,1600,8215,0,3
15086,360000.0,5,2.5,2880,6902,1.0,0,0,3,8,1680,1200,2080,5586,1,2
15087,365000.0,2,1.5,1160,8060,1.0,0,0,4,7,1160,0,1500,8060,0,1
15088,396900.0,3,2.0,1360,3120,2.0,0,0,3,7,1360,0,1360,3120,0,3
15089,321000.0,3,2.5,2014,4500,2.0,0,0,3,7,2014,0,2014,4500,0,3
15090,245000.0,3,2.0,1440,7008,1.0,0,0,3,7,1440,0,1680,7200,0,2
15091,502000.0,2,1.0,1570,4704,1.5,0,1,3,8,1570,0,1820,4704,0,1
15092,257000.0,4,2.75,2330,7642,1.0,0,0,3,8,1800,530,2320,7933,0,3
15093,423000.0,4,1.75,1880,7303,1.0,0,0,3,7,1010,870,1710,7200,0,2
15094,485000.0,4,2.25,1850,9911,1.0,0,0,4,7,1850,0,1650,8670,0,1
15095,500000.0,4,2.5,2230,8560,2.0,0,0,3,8,2230,0,2400,7756,0,3
15096,442000.0,2,1.0,990,4313,1.5,0,2,4,6,990,0,1480,5750,0,0
15097,475000.0,3,1.75,1720,3825,1.5,0,0,3,7,1720,0,2000,3825,0,0
15098,625000.0,4,2.25,3230,9935,2.0,0,0,3,8,3230,0,2820,9722,0,2
15099,194000.0,3,1.0,1180,6050,1.0,0,0,3,6,820,360,1070,6050,0,1
15102,490000.0,4,2.5,2570,6157,2.0,0,0,3,7,2570,0,2060,5292,0,3
15103,348500.0,4,1.75,1870,7575,1.0,0,0,3,7,1480,390,1670,7575,0,2
15104,380000.0,3,1.0,1220,3000,1.5,0,0,3,6,1220,0,1350,3000,0,0
15105,660000.0,3,2.0,1770,2150,3.0,0,0,3,8,1770,0,2010,3200,0,3
15106,525000.0,3,1.0,1500,6800,1.0,0,0,3,7,1500,0,1500,6800,0,1
15107,235000.0,3,2.0,1110,8724,1.0,0,0,4,7,1110,0,1390,7750,0,3
15109,397950.0,4,1.75,2360,8116,1.0,0,0,4,7,1180,1180,1670,8160,1,0
15110,268000.0,3,1.75,1600,7711,1.0,0,0,3,7,1600,0,2100,7711,0,3
15111,525000.0,3,1.0,1450,4000,1.0,0,1,4,8,950,500,1880,4000,0,1
15112,549950.0,3,2.5,2680,5860,2.0,0,0,3,8,2680,0,2680,5860,0,3
15113,370000.0,3,1.75,1150,6600,1.5,0,0,4,6,1150,0,1530,6600,0,2
15114,299000.0,4,2.25,1870,6693,2.0,0,0,3,7,1870,0,1650,6518,0,3
15115,715000.0,6,2.75,3400,5000,2.0,0,2,3,8,2860,540,1800,5000,0,2
15116,430000.0,4,1.5,1810,7200,1.0,0,0,3,7,1810,0,2060,7200,0,2
15117,345000.0,3,1.75,1860,7191,1.0,0,0,4,7,1260,600,1850,7490,0,2
15119,534640.0,3,2.5,2130,3500,1.0,0,0,4,8,1210,920,2030,3710,0,3
15121,351000.0,4,2.5,2370,7274,2.0,0,0,3,7,2370,0,2090,7656,0,3
15122,745000.0,4,2.25,2290,10409,2.0,0,0,3,8,2290,0,2040,10409,0,2
15123,320000.0,2,1.0,1120,5329,1.0,0,1,3,6,750,370,1530,5330,0,1
15124,555700.0,3,2.0,1810,12420,1.0,0,0,4,7,1810,0,2230,12330,0,1
15127,308500.0,2,1.0,850,6174,1.0,0,0,4,7,850,0,1100,6174,0,1
15128,340000.0,4,2.5,2665,5868,2.0,0,0,3,9,2665,0,2665,6092,0,3
15129,937750.0,4,2.75,2580,3560,1.5,0,0,5,7,1710,870,1980,3800,0,0
15131,135000.0,3,1.0,840,3000,1.0,0,0,3,5,840,0,1010,6000,0,1
15132,635000.0,4,2.5,2970,7961,1.0,0,0,3,8,2020,950,1410,7959,0,2
15133,245500.0,2,1.0,790,7500,1.0,0,0,3,6,790,0,1970,8970,0,1
15134,230000.0,6,1.5,2140,36509,1.5,0,0,4,8,2140,0,1710,12000,1,0
15136,425000.0,5,2.5,2180,7875,1.0,0,0,4,7,1200,980,1840,5105,0,1
15137,220000.0,2,1.0,1060,10423,1.5,0,0,3,7,1060,0,2240,10200,0,2
15138,370000.0,3,2.0,1860,9100,1.5,0,0,3,8,1860,0,1620,9519,1,1
15139,390000.0,3,2.0,1840,16815,1.0,0,0,5,7,960,880,1810,16732,0,2
15140,239000.0,3,1.75,1340,16480,1.0,0,0,4,7,1340,0,1520,10451,0,2
15141,345000.0,4,2.25,2320,7350,2.0,0,0,3,8,2320,0,2170,7350,0,2
15142,289000.0,3,2.5,2110,8304,1.0,0,0,4,7,2110,0,1680,7508,0,2
15143,285000.0,5,1.5,1840,8050,1.5,0,0,4,7,1840,0,1690,8151,0,2
15144,147400.0,3,2.0,1080,9225,1.0,0,0,2,7,1080,0,1410,9840,0,1
15145,600000.0,2,1.0,1290,4636,1.0,0,0,3,7,1290,0,1940,4635,0,0
15146,245000.0,3,2.25,2210,10794,1.0,0,0,3,7,1540,670,2230,10753,0,2
15147,520000.0,3,2.25,2210,10794,1.0,0,0,3,7,1540,670,2230,10753,0,2
15150,270000.0,4,2.75,2440,7150,1.0,0,0,3,7,1200,1240,1790,7150,1,2
15151,872500.0,3,2.5,2040,6000,1.0,0,0,3,8,1840,200,1820,4920,0,1
15153,225000.0,3,1.5,1660,7221,1.0,0,0,3,7,980,680,1770,8083,0,2
15154,735000.0,4,2.0,1640,6000,1.5,0,0,4,9,1640,0,1900,6000,0,0
15155,375000.0,3,1.0,1310,8400,1.0,0,0,3,7,1310,0,1680,8000,1,2
15156,169000.0,3,1.75,1720,9775,1.0,0,0,3,8,1720,0,1970,8400,0,2
15157,279950.0,3,1.75,1720,9775,1.0,0,0,3,8,1720,0,1970,8400,0,2
15159,310000.0,3,2.25,1960,2345,2.0,0,0,3,7,1750,210,1760,1958,0,3
15162,930000.0,2,1.5,1800,4500,1.0,0,2,3,7,1000,800,2270,3840,0,1
15163,412000.0,4,1.5,1960,5000,1.0,0,0,3,7,980,980,1300,5000,0,0
15164,225000.0,3,1.0,1250,10200,1.0,0,0,3,6,1250,0,1800,8283,0,2
15165,507000.0,3,2.5,2120,7201,2.0,0,0,3,8,2120,0,1930,7206,0,3
15167,230000.0,3,2.5,1340,3011,2.0,0,0,3,7,1340,0,1060,3232,0,3
15169,616200.0,5,3.25,3920,4832,2.0,0,0,3,9,3030,890,2660,4832,0,3
15171,370000.0,4,2.5,2570,7753,2.0,0,0,3,8,2570,0,2140,7615,0,3
15172,619100.0,3,1.75,1870,7030,1.0,0,0,3,7,1870,0,1820,7500,0,2
15173,805000.0,3,2.25,2860,11250,1.0,0,1,5,8,2290,570,2030,11250,0,1
15174,612125.0,2,1.5,1670,6000,1.0,0,0,3,7,1090,580,1670,6000,0,1
15175,350000.0,2,1.5,1070,937,3.0,0,0,3,8,1070,0,1100,3200,0,3
15176,225000.0,2,1.0,940,15000,1.0,0,0,3,7,940,0,1450,15000,0,2
15177,335000.0,3,2.5,2588,5701,2.0,0,0,3,8,2588,0,2389,5702,0,3
15181,415000.0,3,1.5,1090,8400,1.0,0,0,4,7,1090,0,1320,8400,0,2
15182,399000.0,3,3.0,2240,10479,2.0,0,0,4,7,1710,530,1530,5244,0,1
15183,376000.0,2,1.0,1150,4000,1.0,0,0,3,7,1150,0,1150,4288,0,1
15184,340000.0,3,2.0,1870,3378,1.0,0,0,3,7,1120,750,1870,1872,0,0
15185,490000.0,5,2.75,2990,7200,2.0,0,0,3,8,2990,0,2710,7620,0,3
15186,374000.0,4,2.5,2580,6260,2.0,0,0,3,7,2580,0,2160,3600,0,3
15187,852000.0,4,1.0,2220,3588,1.5,0,0,4,7,1470,750,1740,3588,0,0
15188,473000.0,3,2.25,1620,12309,2.0,0,0,3,7,1620,0,2030,13963,0,3
15190,431000.0,2,2.0,1390,12530,1.0,0,0,3,8,970,420,1940,12530,0,2
15191,435000.0,4,3.0,2270,7245,1.0,0,0,3,7,1410,860,1740,7571,0,2
15192,1051000.0,4,3.0,2920,33976,1.0,0,3,5,8,1460,1460,2970,15210,0,2
15193,450000.0,3,2.75,1250,892,2.0,0,0,3,8,1040,210,1250,1296,0,3
15194,157500.0,3,1.0,1100,27008,1.0,0,0,3,6,960,140,1280,8890,0,1
15195,244000.0,3,1.75,1500,7475,1.0,0,0,4,8,1500,0,1940,7475,0,2
15196,550000.0,3,2.5,2800,10603,2.0,0,0,3,9,2800,0,2580,10603,0,3
15199,350000.0,3,1.0,1790,3876,1.5,0,0,5,7,1090,700,1360,4080,0,0
15200,615000.0,3,1.0,1790,3876,1.5,0,0,5,7,1090,700,1360,4080,0,0
15201,542000.0,3,2.25,2220,12056,2.0,0,0,3,8,2220,0,2320,12025,0,2
15202,710000.0,4,1.75,2000,6000,1.0,0,3,5,7,1000,1000,2610,4377,0,1
15203,289950.0,3,2.5,1770,9450,1.0,0,0,3,8,1770,0,2200,8582,0,3
15205,528000.0,2,1.0,1260,5100,1.5,0,0,4,7,1120,140,1260,5100,0,0
15206,471000.0,2,1.0,840,5100,1.0,0,0,4,7,840,0,1550,5100,0,1
15207,250000.0,4,2.75,1830,6643,2.0,0,0,3,8,1830,0,2400,6472,0,3
15208,155000.0,3,1.5,970,8400,1.0,0,0,3,7,970,0,1230,8400,0,2
15209,515000.0,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1600,8160,0,1
15210,336600.0,3,2.25,1654,8464,2.0,0,0,3,7,1654,0,1975,8515,0,3
15211,915000.0,3,2.25,2390,2750,2.0,0,0,5,8,1580,810,2200,5160,0,0
15212,350000.0,2,1.75,1080,7242,2.0,0,0,4,7,1080,0,1800,7321,0,2
15214,175000.0,3,1.0,1070,6164,1.0,0,0,3,7,1070,0,1320,7920,0,2
15215,545000.0,2,2.0,1430,3880,1.0,0,0,4,7,1430,0,1430,3880,0,1
15216,475000.0,4,3.0,2400,5400,2.0,0,2,4,7,1600,800,2400,5400,0,2
15217,390000.0,2,1.0,670,11505,1.0,0,0,3,5,670,0,2180,11505,0,3
15218,645000.0,4,2.5,2860,14000,2.0,0,0,3,8,2860,0,2650,14564,0,3
15219,410000.0,3,1.5,2270,8187,1.0,0,0,4,8,1420,850,2020,14092,0,1
15220,480000.0,4,2.5,2180,9861,2.0,0,2,3,8,2180,0,2390,9761,0,3
15221,725000.0,3,1.75,1860,6000,2.0,0,2,4,8,1860,0,3030,7119,0,2
15223,300000.0,2,1.0,1010,11919,1.0,0,0,3,6,1010,0,1220,11240,0,1
15224,752000.0,4,2.5,2570,8178,1.0,0,2,3,8,1710,860,2050,7500,0,2
15225,585000.0,4,2.5,1950,3720,2.0,0,0,3,8,1950,0,1720,3720,0,3
15226,678700.0,3,1.75,1970,10548,1.0,0,0,4,8,1300,670,2500,8548,0,2
15227,603000.0,4,2.25,2110,11155,2.0,0,0,3,9,2110,0,2660,11900,0,2
15228,715000.0,3,1.75,1650,7276,1.5,0,4,4,7,1150,500,2300,8088,0,0
15230,1085000.0,3,2.5,2840,7500,2.0,0,3,3,11,2840,0,2580,5918,0,3
15231,467500.0,2,1.75,1490,4800,1.0,0,0,4,7,750,740,1400,6000,0,0
15232,359000.0,3,2.25,1650,7218,1.0,0,0,3,7,1230,420,1690,7459,0,2
15233,745000.0,4,2.0,1960,4520,1.0,0,0,3,8,960,1000,1680,4520,1,0
15235,935000.0,3,2.0,1720,2000,1.5,0,0,3,8,1060,660,1590,4000,1,0
15236,615000.0,3,2.5,1980,3128,2.0,0,0,3,8,1890,90,2160,2240,0,3
15237,1031000.0,3,2.5,4110,35741,2.0,0,0,3,7,4110,0,2710,8865,0,2
15238,283500.0,4,2.5,1990,5577,2.0,0,0,3,7,1990,0,2020,6400,0,3
15239,340000.0,2,1.0,860,7102,1.0,0,0,3,6,860,0,1450,7102,0,1
15240,370000.0,4,2.5,2320,9264,2.0,0,0,3,8,2320,0,2320,9129,0,3
15242,265000.0,4,1.0,1940,9533,1.0,0,0,3,7,1080,860,1940,8839,0,2
15243,480000.0,4,2.25,2520,2370,2.0,0,0,3,8,1690,830,1530,2370,0,0
15244,667500.0,3,2.0,1880,3800,1.0,0,0,5,7,1030,850,1700,3800,0,0
15247,465000.0,3,2.25,2670,7500,1.0,0,0,4,7,1640,1030,1970,9598,0,2
15249,345000.0,3,1.0,1060,5600,1.0,0,0,4,6,760,300,1310,5600,0,1
15250,439800.0,3,1.5,1120,6900,1.0,0,0,5,7,1120,0,1300,7000,0,1
15251,468000.0,4,1.75,2250,8580,1.0,0,0,4,7,1330,920,2250,10032,0,2
15252,775000.0,4,2.5,2070,8473,1.0,0,0,4,8,1250,820,2070,9499,0,2
15253,684680.0,4,2.25,2370,9360,2.0,0,0,4,8,2370,0,2370,9720,0,2
15256,375000.0,3,1.75,1160,22470,1.0,0,0,4,7,1160,0,1940,15999,0,2
15257,250000.0,3,2.5,1610,6600,2.0,0,0,3,7,1610,0,1660,7689,0,3
15259,442500.0,4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1820,7500,0,2
15261,699000.0,3,2.0,1820,4080,2.0,0,2,3,8,1820,0,2160,5400,1,1
15262,360000.0,4,2.0,2680,18768,1.0,0,0,5,8,2680,0,1230,15750,0,2
15264,675000.0,5,2.0,2420,21000,1.5,0,0,3,8,2420,0,1940,8085,0,2
15265,345000.0,2,1.0,1130,8081,1.0,0,0,4,7,1130,0,1220,7800,0,0
15266,229000.0,4,1.0,1320,5000,1.5,0,0,3,7,1320,0,1640,5164,0,0
15267,300000.0,3,1.0,1290,12415,1.5,0,0,3,6,1290,0,1620,12415,0,0
15268,392500.0,3,3.25,1600,1289,3.0,0,0,3,8,1600,0,1600,1376,0,3
15269,552000.0,3,1.0,1120,2300,1.0,0,0,4,7,820,300,1430,5100,0,0
15270,457000.0,2,1.75,2060,7192,1.0,0,0,3,7,1420,640,1860,7140,0,1
15271,518000.0,4,2.5,2830,13760,2.0,0,0,3,8,2830,0,2350,14029,0,3
15272,237000.0,3,2.0,1210,6634,1.0,0,0,4,7,1210,0,1560,7200,0,2
15274,605000.0,3,2.25,2260,17114,2.0,0,0,3,7,2260,0,2360,14893,0,3
15275,295000.0,4,2.5,1850,8198,2.0,0,0,3,7,1850,0,1850,7924,0,3
15276,513000.0,4,2.5,1930,8040,1.0,0,0,3,7,1380,550,2080,7200,0,2
15277,772500.0,4,2.5,3230,4290,2.0,0,0,3,9,3230,0,3220,5083,0,3
15278,765000.0,4,2.5,3230,4290,2.0,0,0,3,9,3230,0,3220,5083,0,3
15279,696950.0,4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,5264,0,0
15280,329000.0,3,1.0,1200,5650,1.5,0,0,3,7,1200,0,1610,5650,0,0
15281,339999.0,3,2.5,2360,8093,2.0,0,0,3,8,2360,0,1860,6762,0,3
15282,364500.0,3,1.0,1060,9506,1.0,0,0,3,7,1060,0,1520,8469,0,2
15283,607500.0,5,1.75,2220,6000,1.5,0,0,3,7,1420,800,1550,1715,0,0
15284,550000.0,3,1.0,880,6664,1.0,0,0,3,6,880,0,1690,6564,0,2
15285,479900.0,4,2.0,2510,9750,1.0,0,0,3,8,1630,880,1980,9750,0,2
15286,1120280.0,4,4.0,2530,1774,3.0,0,2,3,9,2100,430,2160,2400,0,3
15287,192000.0,2,1.0,700,10540,1.0,0,0,3,6,700,0,890,10540,0,1
15288,250000.0,3,2.0,1500,5200,1.0,0,0,3,7,1060,440,1640,5200,0,2
15289,340000.0,3,2.0,1130,9879,2.0,0,0,3,6,1130,0,1900,14907,0,3
15290,340000.0,3,2.0,1420,6060,1.0,0,0,5,7,830,590,1420,6360,0,1
15291,635250.0,3,2.25,2210,22040,1.0,0,0,5,8,1510,700,2470,14258,0,2
15292,324800.0,2,1.0,1170,5043,1.0,0,0,3,6,880,290,1430,5692,0,1
15293,78000.0,2,1.0,780,16344,1.0,0,0,1,5,780,0,1700,10387,0,1
15294,400000.0,4,1.75,1770,12875,1.0,0,0,3,8,1770,0,2150,12875,0,3
15295,640500.0,3,1.0,1070,4505,1.0,0,2,4,7,1070,0,1380,4505,0,0
15296,570000.0,3,2.0,1930,10929,1.0,0,0,3,8,1260,670,2030,8750,0,2
15298,330490.0,3,2.75,1440,7350,1.0,0,0,4,7,1040,400,1510,7350,0,2
15299,325000.0,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,2180,5000,0,3
15300,335000.0,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,2180,5000,0,3
15301,314000.0,5,2.75,2210,13500,1.0,0,0,5,7,1460,750,1590,10850,0,2
15302,625000.0,4,2.0,2190,3622,1.5,0,0,5,8,1990,200,1450,3082,0,0
15303,809000.0,3,2.5,2590,7720,2.0,0,0,3,9,2590,0,2600,9490,0,3
15305,275000.0,5,1.75,2180,9178,1.0,0,0,3,7,1140,1040,2140,9261,0,2
15306,358000.0,4,2.75,2580,11900,1.0,0,0,4,7,1620,960,1570,9375,0,2
15307,297975.0,3,2.25,2820,8100,1.0,0,0,4,7,1720,1100,1040,8100,0,1
15308,492000.0,2,1.75,1300,22239,1.0,0,0,4,7,1300,0,1300,14810,1,1
15309,210000.0,2,1.0,720,8040,1.0,0,0,3,6,720,0,2300,9500,0,1
15310,622500.0,3,2.5,2260,4550,1.5,0,0,4,7,1380,880,1870,4582,0,0
15311,550000.0,3,2.5,1550,1092,3.0,0,0,3,8,1390,160,1550,1079,0,3
15312,190000.0,3,1.75,1390,7700,1.0,0,0,5,7,1390,0,1260,7700,0,2
15313,340000.0,4,2.5,2380,9362,2.0,0,0,3,8,2380,0,2190,9840,0,3
15314,678000.0,3,2.5,2640,5964,2.0,0,0,3,9,2640,0,2680,5211,0,3
15315,275000.0,5,2.0,2260,11970,1.0,0,0,4,7,1250,1010,1950,11970,0,2
15316,493000.0,3,2.75,1720,6720,1.0,0,0,4,7,1270,450,1690,3248,0,1
15317,147000.0,3,1.0,1070,14000,1.0,0,0,3,7,1070,0,920,12500,0,2
15318,334000.0,3,2.25,2000,7225,2.0,0,0,4,7,2000,0,1950,7464,0,2
15319,605000.0,4,2.5,2800,10786,1.0,0,0,3,8,1420,1380,2140,10788,0,2
15321,345000.0,3,1.0,1620,10610,1.0,0,0,4,6,1620,0,1680,10795,0,2
15323,470000.0,2,1.75,1520,4220,1.0,0,0,4,7,840,680,1120,5700,0,0
15324,599000.0,5,2.75,2730,22572,1.0,0,0,3,7,2080,650,2260,15458,1,2
